collection,industry,case_id,subject,scene,model,status,image,prompt,reference_image,reference_url,tags
Design,Design,DSG-11,Corporate logo and slogan,Technology brand logo lockup,wan2.7-image,ok,assets/wan2.7-image_DSG-11.png,"Create a corporate logo and slogan presentation board for a fictional technology consulting brand. Minimal vector-style mark, geometric north-star icon, black and electric-blue palette, generous white space, scalable brand lockup. Add crisp readable brand name exactly: NOVA. Add slogan exactly: Build Clear Futures. No other text. Professional identity design, clean typography.",,,Design; Corporate logo; Slogan; English text; Brand identity; Reviewed
Design,Design,DSG-12,Corporate logo and slogan,Creative studio logo lockup,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-12.png,"Create a logo lockup presentation for a fictional creative studio. Minimal circular monogram mark, soft black ink and warm red accent, white presentation board, grid alignment lines very faint. Add crisp readable brand name exactly: MIRU. Add slogan exactly: Design for Tomorrow. No other text. Elegant, scalable, premium brand identity.",,,Design; Corporate logo; Slogan; English text; Studio brand; Reviewed
Design,Design,DSG-12,Corporate logo and slogan,Creative studio logo lockup,wan2.7-image,ok,assets/wan2.7-image_DSG-12.png,"Create a logo lockup presentation for a fictional creative studio. Minimal circular monogram mark, soft black ink and warm red accent, white presentation board, grid alignment lines very faint. Add crisp readable brand name exactly: MIRU. Add slogan exactly: Design for Tomorrow. No other text. Elegant, scalable, premium brand identity.",,,Design; Corporate logo; Slogan; English text; Studio brand; Reviewed
Design,Design,DSG-13,App UI UX,Fintech mobile app dashboard,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-13.png,"Create a realistic mobile app UI/UX presentation for a fictional fintech app. Show three iPhone-style screens on a neutral background: dashboard, spending chart, transfer confirmation. Clean cards, bottom navigation, accessible contrast, modern design system. Use crisp readable UI labels only: Balance, Spending, Transfer, Send, Done. No other text. Professional product design mockup.",,,Design; App UI UX; Fintech; English UI text; Mobile screens; Reviewed
Design,Design,DSG-13,App UI UX,Fintech mobile app dashboard,wan2.7-image,ok,assets/wan2.7-image_DSG-13.png,"Create a realistic mobile app UI/UX presentation for a fictional fintech app. Show three iPhone-style screens on a neutral background: dashboard, spending chart, transfer confirmation. Clean cards, bottom navigation, accessible contrast, modern design system. Use crisp readable UI labels only: Balance, Spending, Transfer, Send, Done. No other text. Professional product design mockup.",,,Design; App UI UX; Fintech; English UI text; Mobile screens; Reviewed
Design,Design,DSG-14,App UI UX,Wellness app onboarding,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-14.png,"Create a realistic mobile wellness app UI/UX mockup. Three rounded smartphone screens: onboarding breathing exercise, daily habit tracker, calm audio player. Soft green and lavender palette, large touch targets, clean spacing, modern accessibility. Use crisp readable UI labels only: Breathe, Start, Today, Sleep, Calm. No other text. Polished product presentation.",,,Design; App UI UX; Wellness; English UI text; Mobile screens; Reviewed
Design,Design,DSG-14,App UI UX,Wellness app onboarding,wan2.7-image,ok,assets/wan2.7-image_DSG-14.png,"Create a realistic mobile wellness app UI/UX mockup. Three rounded smartphone screens: onboarding breathing exercise, daily habit tracker, calm audio player. Soft green and lavender palette, large touch targets, clean spacing, modern accessibility. Use crisp readable UI labels only: Breathe, Start, Today, Sleep, Calm. No other text. Polished product presentation.",,,Design; App UI UX; Wellness; English UI text; Mobile screens; Reviewed
Design,Design,DSG-15,App logo,Wellness app icon,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-15.png,"Create a premium app logo icon for a fictional wellness app. Square 1024-style icon on solid background, simple recognizable leaf and pulse-line symbol, calm green gradient, subtle depth, no text, no letters, no transparency, no rounded-corner mask baked in. Must remain legible at small size.",,,Design; App logo; Icon; No text; Wellness; Reviewed
Design,Design,DSG-15,App logo,Wellness app icon,wan2.7-image,ok,assets/wan2.7-image_DSG-15.png,"Create a premium app logo icon for a fictional wellness app. Square 1024-style icon on a solid calm green background, simple recognizable leaf and pulse-line symbol, crisp vector-like edges, subtle depth. Absolutely no text, no letters, no numbers, no captions, no UI labels, no watermark. Icon only.",,,Design; App logo; Icon; No text; Wellness; Reviewed
Design,Design,DSG-16,App logo,Finance app icon,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-16.png,"Create a premium app logo icon for a fictional personal finance app. Square icon on solid deep-blue background, simple geometric orbit coin symbol, gold accent, crisp vector-like edges, subtle dimensional lighting, no text, no letters, no transparency, no rounded-corner mask baked in. Scalable and memorable.",,,Design; App logo; Icon; No text; Finance; Reviewed
Design,Design,DSG-16,App logo,Finance app icon,wan2.7-image,ok,assets/wan2.7-image_DSG-16.png,"Create a premium app logo icon for a fictional personal finance app. Square icon on solid deep-blue background, simple geometric orbit coin symbol, gold accent, crisp vector-like edges, subtle dimensional lighting, no text, no letters, no transparency, no rounded-corner mask baked in. Scalable and memorable.",,,Design; App logo; Icon; No text; Finance; Reviewed
Design,Design,DSG-17,Event poster,Design conference poster,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-17.png,"Create a modern design conference poster. Abstract grid, kinetic typography, bold black and neon orange on warm white, gallery-grade Swiss poster influence. Add crisp readable title exactly: DESIGN NOW. Add date line exactly: 2026. No other text. Strong hierarchy, print-ready composition, high aesthetic quality.",,,Design; Event poster; English text; Typography; Reviewed
Design,Design,DSG-17,Event poster,Design conference poster,wan2.7-image,ok,assets/wan2.7-image_DSG-17.png,"Create a modern design conference poster. Abstract grid, kinetic typography, bold black and neon orange on warm white, gallery-grade Swiss poster influence. Add crisp readable title exactly: DESIGN NOW. Add date line exactly: 2026. No other text. Strong hierarchy, print-ready composition, high aesthetic quality.",,,Design; Event poster; English text; Typography; Reviewed
Design,Design,DSG-18,Social media brand kit,Brand kit carousel cover,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-18.png,"Create a clean social media carousel cover for a brand designer. Editorial layout with color swatches, logo sketch cards, and a neat grid. Use only two crisp text lines: BRAND KIT and Visual System. No alphabet samples, no numbers, no fake glyphs, no extra captions, no small text. High-end design studio aesthetic.",,,Design; Brand kit; Social cover; English text; Carousel; Reviewed
Design,Design,DSG-18,Social media brand kit,Brand kit carousel cover,wan2.7-image,ok,assets/wan2.7-image_DSG-18.png,"Create a social media carousel cover for a brand designer. Clean editorial layout with color swatches, type samples, logo sketch cards, and a neat grid. Add crisp readable title exactly: BRAND KIT. Add subtitle exactly: Visual System. No other text. High-end design studio aesthetic, clear mobile readability.",,,Design; Brand kit; Social cover; English text; Carousel; Reviewed
